id,path,functional,transactional,path_length,avg_degree,arch_diff,diagram,use_case,model
1040,User->Upload Image button->File Chooser Windows->Cancel Button,EQ,CTRL|INT,4,1,4,Upload Image,Upload Image,s14b_location_based_ad
1041,User->Upload Image button->File Chooser Windows->Select the Image file,EQ,CTRL|INT,4,1,4,Upload Image,Upload Image,s14b_location_based_ad
1042,User->Open Button->Display Image in Coupon Image->Design Coupon screen,EQ,CTRL|INT,4,1,4,Upload Image,Upload Image,s14b_location_based_ad
1043,Business Partner->Coupon Designer->Upload Image->External Image Service,FUNC_NA,CTRL|EXTIVK,4,0.75,3,Design Coupon,Design Coupon,s14b_location_based_ad
1044,Business Partner->Coupon Designer->Test,FUNC_NA,TRAN_NA,3,0.6666666666666666,2,Design Coupon,Design Coupon,s14b_location_based_ad
1045,Business Partner->Coupon Designer->Retrieves->Error Message,EQ,CTRL|INT,4,1,4,Design Coupon,Design Coupon,s14b_location_based_ad
1046,Business Partner->Coupon Designer->Save->Coupon,EI,CTRL|DM|EI,4,1,4,Design Coupon,Design Coupon,s14b_location_based_ad
1047,Business Partner->Coupon Designer->Edit->Coupon Templates,EI,CTRL|DM|EI,4,0.75,3,Design Coupon,Design Coupon,s14b_location_based_ad
1048,Offers->Retrieves->Error Message,FUNC_NA,TRAN_NA,3,1,3,Design Coupon,Design Coupon,s14b_location_based_ad
1049,Third Party Client->access->Coupon,FUNC_NA,CTRL|EXTCLL|DM|EI,3,1,3,Design Coupon,Design Coupon,s14b_location_based_ad
1050,FT sales rep->Offers Page->Link offers->Create Offer Page 1,EQ,CTRL|INT,4,1,4,Create Offer,Create Offer,s14b_location_based_ad
1051,FT sales rep->Create offer page 2->Link DC & Geo->Create Geo-fence page,EQ,CTRL|INT,4,1.25,5,Create Offer,Create Offer,s14b_location_based_ad
1052,FT sales rep->Create offer page 2->Link DC & Geo->Design Coupon Page,EQ,CTRL|INT,4,1.5,6,Create Offer,Create Offer,s14b_location_based_ad
1053,FT sales rep->Create offer page 2->Link DC & Geo->Process->Create offer->Offers database,EI,CTRL|DM|EI,6,1.5,9,Create Offer,Create Offer,s14b_location_based_ad
1054,FT sales rep->Design Coupon Page->Design coupon->Process->Create offer->Offers database,EI,CTRL|DM|EI,6,1.8333333333333333,11,Create Offer,Create Offer,s14b_location_based_ad
1055,Business Partner->Bills view page->View Bill Details->Bill Detail Page,EQ,CTRL|INT,4,1,4,View Bill,View Bill,s14b_location_based_ad
1056,Business Partner->Bills view page->Display bills->Bills->Post bills->Unbilled Transactions->Redeem coupon,FUNC_NA,TRAN_NA,7,1,7,View Bill,View Bill,s14b_location_based_ad
1057,Business Partner->Bills view page->Display bills->Bills->Post bills->Partneer subscriptions,FUNC_NA,TRAN_NA,6,1,6,View Bill,View Bill,s14b_location_based_ad
1058,Customer->First page->direct to create account page->Create account page,EQ,CTRL|INT,4,1.25,5,Create Account,Create Account,s14b_location_based_ad
1059,Customer->Create account page->Store information cookies->Web browerser-cookies storage->check information correctness->Valid information duplication->system database account information->retrieve registered email->Send confirm email,FUNC_NA,TRAN_NA,9,1.3333333333333333,12,Create Account,Create Account,s14b_location_based_ad
1060,Customer->Create account page->Store information cookies->Web browerser-cookies storage->check information correctness->Valid information duplication->system database account information->Check duplication->Create success page,FUNC_NA,TRAN_NA,9,1.2222222222222223,11,Create Account,Create Account,s14b_location_based_ad
1061,Business Partner->Payment Screen->Check internet,FUNC_NA,TRAN_NA,3,1,3,Specify default payment method use case,Specify default payment method use case,s14b_location_based_ad
1062,Partner->ContactUs page->Validate->Successfully submitted->Display successful submitted page->successfully submitted page,EQ,CTRL|INT,6,1.3333333333333333,8,Contact us,Contact us,s14b_location_based_ad
1063,Partner->ContactUs page->Validate->Successfully submitted->Contact Admin->Display customer complain notification->Admin gets the message,EQ,CTRL|INT,7,1.2857142857142858,9,Contact us,Contact us,s14b_location_based_ad
1064,Partner->ContactUs page->Validate->Successfully submitted->Contact Admin->Customer complain Notification,EI,CTRL|DM|EI,6,1.3333333333333333,8,Contact us,Contact us,s14b_location_based_ad
1065,Partner->ContactUs page->Validate->E-coupon,EI,CTRL|DM|EI,4,1.25,5,Contact us,Contact us,s14b_location_based_ad
1066,Partner->ContactUs page->Validate->Display not found page->Not found page,EQ,CTRL|INT,5,1.4,7,Contact us,Contact us,s14b_location_based_ad
1067,Partner->ContactUs page->Validate->Customer,EI,CTRL|DM|EI,4,1.25,5,Contact us,Contact us,s14b_location_based_ad
1068,Partner->Home page->Display contact us page->ContactUs page,EQ,CTRL|INT,4,1.25,5,Contact us,Contact us,s14b_location_based_ad
1069,Traveler->Login page->check login->Travel Book,EQ,CTRL|INT,4,1.75,7,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
1070,Traveler->Login page->check login->Connect to trip plan cloud database->Trip plan cloud database->Get personnel trip plan information->Trip plan homepage,FUNC_NA,CTRL|DM|EQ|INT,7,1.2857142857142858,9,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
1071,Traveler->Login page->check login->Connect to trip plan cloud database->Travel Book,EQ,CTRL|INT,5,1.8,9,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
1072,Traveler->Travel Book->Already logged in?->Login page,EQ,CTRL|INT,4,1.5,6,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
1073,Traveler->Travel Book->Already logged in?->Connect to trip plan cloud database->Trip plan cloud database->Get personnel trip plan information->Trip plan homepage,FUNC_NA,CTRL|DM|EQ|INT,7,1.2857142857142858,9,Connect to trip plan,Connect to trip plan - Trip Planner,s14b_location_based_ad
1074,Traveler->TripPlanDetaillsPage->NavigateAnnotation->Annotates Trip Plan with Photos Page,EQ,CTRL|INT,4,1.5,6,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
1075,Traveler->TripPlanDetaillsPage->NavigateShareTripPlan->Share trip plan page,EQ,CTRL|INT,4,1.5,6,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
1076,Traveler->TripPlanDetaillsPage->NavigateManageSubscription->Manage subscriptions page,EQ,CTRL|INT,4,1.5,6,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
1077,Traveler->TripPlanDetaillsPage->NavigateFindorAddPlaces->Find or Add Places Page,EQ,CTRL|INT,4,1.5,6,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
1078,Traveler->TripPlanDetaillsPage->NavigateTripCalendar->Trip Calendar Page,EQ,CTRL|INT,4,1.5,6,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
1079,Traveler->Travel Plan Home Page->AddTripPlan->TripPlanDetaillsPage,EQ,CTRL|INT,4,1.75,7,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
1080,Traveler->Travel Plan Home Page->Manage Trip Plans->Trip Plans Database,EI,CTRL|DM|EI,4,1,4,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
1081,Traveler->Travel Plan Home Page->Manage Trip Plans->TripPlanDetaillsPage,EQ,CTRL|INT,4,1.75,7,Manage Trip Plan,Manage Trip Plan,s14b_location_based_ad
1082,Traveler->Main screen->Display Find screen->Fnd screen with search bar,EQ,CTRL|INT,4,1,4,Find add and delete places,Find add and delete places,s14b_location_based_ad
1083,Traveler->Main screen->Displays manage subscriptions screen->Displays a list of added place of this user->Manage subscription screen with a list of added places,EQ,CTRL|INT,5,1.4,7,Find add and delete places,Find add and delete places,s14b_location_based_ad
1084,Traveler->Main screen->Displays manage subscriptions screen->Manage subscription screen with a list of added places,EQ,CTRL|INT,4,1,4,Find add and delete places,Find add and delete places,s14b_location_based_ad
1085,Place database->Displays a list of related places with add button->a list of places with add button on find screen,FUNC_NA,TRAN_NA,3,2,6,Find add and delete places,Find add and delete places,s14b_location_based_ad
1086,Place->Displays a list of related places with add button->a list of places with add button on find screen,FUNC_NA,TRAN_NA,3,2,6,Find add and delete places,Find add and delete places,s14b_location_based_ad
1087,Place->Displays a list of added place of this user->Manage subscription screen with a list of added places,FUNC_NA,TRAN_NA,3,1.6666666666666667,5,Find add and delete places,Find add and delete places,s14b_location_based_ad
1088,Place->Displays a delete button under place item->delete this place from added places  list->user data database->Display the add button tin color blue->a list of places with add button on find screen,FUNC_NA,TRAN_NA,6,2,12,Find add and delete places,Find add and delete places,s14b_location_based_ad
1089,Place->Displays a delete button under place item->delete this place from added places  list->user data database->Displays a list of added place of this user->Manage subscription screen with a list of added places,FUNC_NA,TRAN_NA,6,2.1666666666666665,13,Find add and delete places,Find add and delete places,s14b_location_based_ad
1090,Place->Displays a delete button under place item->delete this place from added places  list->user data database->Display the add button in color gray->a list of places with add button on find screen,FUNC_NA,TRAN_NA,6,2,12,Find add and delete places,Find add and delete places,s14b_location_based_ad
1091,Traveler->Trip plan selection page->Place Controller->Empty list prompting box,EQ,CTRL|INT,4,1.25,5,Manage subscription,Manage subscription,s14b_location_based_ad
1092,Traveler->Trip plan selection page->Place Controller->Error controller->Error prompting box,EQ,CTRL|INT,5,1.2,6,Manage subscription,Manage subscription,s14b_location_based_ad
1093,Traveler->Trip plan selection page->Place Controller->Place,EI,CTRL|DM|EI,4,1,4,Manage subscription,Manage subscription,s14b_location_based_ad
1094,Traveler->Trip plan selection page->Place Controller->Place list page,EQ,CTRL|INT,4,1.25,5,Manage subscription,Manage subscription,s14b_location_based_ad
1095,Traveler->Management subscription page->Click "detail"->Display partner info->Retrieve partner info->Partner info,EI,CTRL|DM|EI,6,1,6,View partner offer,View partner offer,s14b_location_based_ad
1096,Traveler->Management subscription page->Click "detail"->partner offer page,EQ,CTRL|INT,4,1,4,View partner offer,View partner offer,s14b_location_based_ad
1097,Traveler->Management subscription page->subscription controller->subscription failed,EQ,CTRL|INT,4,1.25,5,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer,s14b_location_based_ad
1098,Traveler->Management subscription page->subscription controller->subscription success,EQ,CTRL|INT,4,1.25,5,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer,s14b_location_based_ad
1099,Traveler->Management subscription page->subscription controller->Offer,EI,CTRL|DM|EI,4,1.5,6,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer,s14b_location_based_ad
1100,Traveler->partner offer page->subscription controller->subscription failed,EQ,CTRL|INT,4,1,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer,s14b_location_based_ad
1101,Traveler->partner offer page->subscription controller->subscription success,EQ,CTRL|INT,4,1,4,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer,s14b_location_based_ad
1102,Traveler->partner offer page->subscription controller->Offer,EI,CTRL|DM|EI,4,1.25,5,Subscribe and unsubscribe from partner offer,Subscribe and unsubscribe from partner offer,s14b_location_based_ad
1103,Traveler->Display places in trip plan->Calendar interface->Enter arrival and departure date andtime for visit->Display details of scheduled visit,FUNC_NA,TRAN_NA,5,1.2,6,Schedule visit and view trip calendar,Schedule visit and view trip calendar,s14b_location_based_ad
1104,Traveler->Manage trip plan screen->trip plan controller->fetch place->Place,EI,CTRL|DM|EI,5,0.8,4,View Trip Plan on Map and get Directions,View Trip Plan on Map and get Directions,s14b_location_based_ad
1105,Traveler->Manage trip plan screen->trip plan controller->Display->View trip plan on map screen,EQ,CTRL|INT,5,0.8,4,View Trip Plan on Map and get Directions,View Trip Plan on Map and get Directions,s14b_location_based_ad
1106,Traveler->Manage trip plan screen->trip plan controller->fetch map->Map,EI,CTRL|DM|EI,5,0.8,4,View Trip Plan on Map and get Directions,View Trip Plan on Map and get Directions,s14b_location_based_ad
1107,Traveler->Travel Plan Page->Checking existing->Annotation create/update page,EQ,CTRL|INT,4,1.25,5,Annotate trip plan,Annotate trip plan,s14b_location_based_ad
1108,Traveler->Travel Plan Page->Checking existing->Annotation page,EQ,CTRL|INT,4,1.25,5,Annotate trip plan,Annotate trip plan,s14b_location_based_ad
1109,Traveler->Place screen->display->Trip Plan,EI,CTRL|DM|EI,4,1.5,6,Print photo books,Print photo books,s14b_location_based_ad
1110,Traveler->Place screen->display->Select images screen,EQ,CTRL|INT,4,2.5,10,Print photo books,Print photo books,s14b_location_based_ad
1111,Traveler->Walgreens checkout->Select images screen,FUNC_NA,TRAN_NA,3,2.3333333333333335,7,Print photo books,Print photo books,s14b_location_based_ad
1112,Traveler->Select images screen->walgreens->display->Walgreens checkout,EQ,CTRL|INT,5,2,10,Print photo books,Print photo books,s14b_location_based_ad
1113,Traveler->Select images screen->Place screen,FUNC_NA,TRAN_NA,3,2.6666666666666665,8,Print photo books,Print photo books,s14b_location_based_ad
1114,Contractor->Website detail input page->verify input information->save website info->websites,EI,CTRL|DM|EI,5,1.2,6,Add a new website,Add a new website,F14a_soccer_data_web_crawler
1115,Contractor->Website detail input page->verify input information->Invalid website information,EQ,CTRL|INT,4,1,4,Add a new website,Add a new website,F14a_soccer_data_web_crawler
1116,Contractor->websites tab->query crawling list of websites->List of websites,EQ,CTRL|INT,4,1.25,5,Show the website,Show the website,F14a_soccer_data_web_crawler
1117,Contractor->websites tab->query crawling list of websites->websites,EI,CTRL|DM|EI,4,1.25,5,Show the website,Show the website,F14a_soccer_data_web_crawler
1118,Contractor->List of websites->display confirm tab->confirm dialog,EQ,CTRL|INT,4,1.5,6,Show the website,Show the website,F14a_soccer_data_web_crawler
1119,Contractor->show crawling list->query crawling list of websites->List of websites,EQ,CTRL|INT,4,1,4,Edit website details,Edit website details,F14a_soccer_data_web_crawler
1120,Contractor->show crawling list->query crawling list of websites->websites,EI,CTRL|DM|EI,4,1.25,5,Edit website details,Edit website details,F14a_soccer_data_web_crawler
1121,Contractor->Attribute list of website->add attributes->websites,EI,CTRL|DM|EI,4,1.5,6,Edit website details,Edit website details,F14a_soccer_data_web_crawler
1122,Contractor->List of websites->query attributes of webbiste->websites,EI,CTRL|DM|EI,4,1.5,6,Edit website details,Edit website details,F14a_soccer_data_web_crawler
1123,Contractor->List of websites->query attributes of webbiste->Attribute list of website,EQ,CTRL|INT,4,1.25,5,Edit website details,Edit website details,F14a_soccer_data_web_crawler
